addr,app_id,label,is_cex,entity_name,tags
E4UNYXTYK5LO7OYTCMFVGBURF5DYJ4EXQA64NHUHGAHG5QDOSCLHD4WZ3Y,821882730,Algofi Staking Protocol V2 - USDC,0,Algofi,DeFi
NOFS6JF7NTWRUOWSK4JIWNEX65Y3TNGVRCVQHIIHPD6GK2YFTFF6X6QMTM,821882927,Algofi Staking Protocol V2 - USDT,0,Algofi,DeFi
JUU4BVZTSM72OEBRXBHMA66C5VVGEA2PGSXVCQUGKGFJ7L7PIHJOEXH5GQ,,algofordinner.algo,0,algofordinner.algo,
X6MNR4AVJQEMJRHAPZ6F4O4SVDIYN67ZRMD2O3ULPY4QFMANQNZOEYHODE,,Algomart,0,Algomart,
EP3I5HF6N3B7NSLVJ5YOZNTW3B4L46RUTELW6GIWZZ6ZCV5XOVT5PTOHAI,872219256,Algomart,0,Algomart,
UHMMOLSMGIVENCJLAP4PUHE5LJA4EXZDPC5MAYXFIN37XNHD4MWLVVBFKI,766453886,AlgoPixels links,0,AlgoPixels,
RBAXJZM6UUYCNUWUARRTHJASKRJDUGMPZN22OVTW3CCUJLR6YW6MSKVCW4,711081866,AlgoPixels slots,0,AlgoPixels,
NL7QJZCRUEGVZFFI2ZVDNHSH4U7EXJBZ5RZUULEQKG6PEM2KAYT56H665M,,algoprint.algo,0,algoprint.algo,
FRWQZO4A6NZKANEYYWAHZIBHJ46T2LVRFACCLHUY3JQAJLUIWNQQLOQ26A,,Algorand Burn,0,Algorand Burn,
2ZHDNJEHQ7NIDKRML7IWSYJXGCN6WUURKT5LGTLF7I5ABFCM2KE4NL3XT4,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
6OZQ3ENWXS4JFMIUKMKHPTQPWJVSN6VGBMSBR2E3BY3S5CPF2JPLGUXAJQ,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
XBYLS2E6YI6XXL5BWCAMOA4GTWHXWENZMX5UHXMRNWWUQ7BXCY5WC5TEPA,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
HRLD25IMT2Q4UPYOEUZIWHDI3ELCUIC5NLNC75O2NE7OLDJK7GZXDIK5QQ,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
NRDDQ7MFRTUTMDAP4CBXDQ2IVP5VSLKDASADLLANYLFIKR7NQOGOUINYM4,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
2JGGWKOIKYZB4HLG2X5DWHD5EWCUOQR7DC6VOEMWELIVNVVAF3BEUWJR7Y,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
TBN2J7U3J5D4I7R2EK7XIBFNTEGVLHNORAXQ6YBJY5IVNY5IIKOXSJRYCE,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
L5BLJ4FNK6FNM7V5NUVT5QI6NQAERLLHYT24XH6RS2DUC4WDHPM5LOLGBY,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
VEJGTLTKNT3VGLG2GVB2LMXC55WYW6J6WPZ76XTY2Y46TRJQOORWERYXYE,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
A66JRYUOU523Z4MU53AJL3YAEHESH3KMVV7OJI4SMFRVIDNNVDK2LHSL4Y,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
LHVWNRKGGOTSSDYK4P4WKXTHZI5SAFKUO5ALAW7NJ6G76RG4UXLBCWN5LQ,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
62UUOSMOMD6XOSRROCIIMVVF2VX6N4CMVLCUFUVWV4Q4T4BHD7ETFNWMOI,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
O4N25TS4Z5SC34VZ6R6RU74PCEIUTJFSDSKETNDYU4CXI3C2BFYXCYEKAU,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
GJGK42UVZK4IDKN5MGP53A6FJEHRI52PI4E3BBJZRZCQZ666BKYILYXI2E,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
IHYR5OZGAIRSCDCNQJVFOPAOJT2SPG3YXAE3GGJPZRI6JV2GQSJAYG5NUY,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
MKZIWVBDBZV7UK6XQY3DFLYSBLSJWCDHDJWK3JAHWCFMNJOH4ZXQSMOUCE,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
EU6CHYSH7ZXLJQAPPIN6W3KS7VAURYZCB5P3ZCXMYCWNJF6V5RTVL2UPHU,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
4H5UNRBJ2Q6JENAXQ6HNTGKLKINP4J4VTQBEPK5F3I6RDICMZBPGNH6KD4,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
5WCIZNGQQT747WX3RTQIBJHOMJTQRUQBBH3PMK4YLP2X33AICJEUTL6F2E,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
WDWBXGJIXO3N6A7AZ25XU4UX5Q3FJJ5CCKFCUEUWE75ZF5I6H47X37EY6M,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
EG6JXQ3TQBWRSTR3OEDUS5RTPLMA4KTMJIV3N6DO7XN2XRKIFEN64DY3BU,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
VAOTJJLJP54QIKGCCFNJZVNHXXFZUZ3AAXCVGX5LRDQXQOUZRWBFBASUDQ,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
PS5RV6QGU5IVOFBTCYQVZHB3PQSVLR335OY7BVGB62ZV52SDEQ2PNTYUUQ,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
VZBMOTCMEHRITULBNLCWHA5U62UUXLQZMLVM6HPBPCMIM2YOMHDQRTK64E,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
OMHYS6DGAS2GQIMALPYPSMNDQ2735J7Z76RQFH7KP2MIPDHXOZYVV3TVO4,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
3NGBML54PC7AJATJGW5BXMF6ZOFO2V4VTKKRTS3EAZXTVVHSPXTNV2GKEA,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
OM2NLTOCWVDGX5XI6ETIQPW2CEILSEJFOC4NX5TJCTU6WMNC2KT2OUCT4M,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
E4VMOYKWJCTKYVY447ALPOZMORITQYQVZVSYJ4ABLCCAAX4ZE6RNFDXZPI,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
EOU3RSLHSCS247TWWMWQY2FPMOTEALFCNXCR2BV4B3E2HMIIHWCJNIGKFM,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
GKKTNJ42QIW2BO7UUWGLTMFPVN744LJ5T3QXVSRAV5752476LXTQHWOUUM,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
XUPBGF6OXIRVIGU2VHHYJFI4JEHLLIPNLMWNCSUZ7F44KYFRPV52ULIYNI,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
4STCN6LMGELTGPF5JTOIPNWM3UBJL6IGBZG6I4TKAL2K3BEJBBYVE56QQY,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
CFB4XBBO6KDDFPGWT2LDF7O7FJBVSPXH2ZBBTRAZAC4DVUM6KB5IU7XH3E,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
SSXTVQ2W3EICPJZ4SGX273KO2A6S37URYRF2ZKGBAQCFVKPC5MXUUI6UB4,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
LLDPRZJUNWC75TS4GUGH5WFDD4GFMFKLAMLCGO4SX5WDMIKCQPCZ6ESERM,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
KEU3FQHJ5CVO7DC5OJKHR74Z6M3X26O4IZYHHAIV6T7SLYHJJG32LCHICQ,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
DAV5VECJYNSFQFKWX37YANONLSMWHGUVPGNLLQLX6ANW4WN2SFLZQPXRXI,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
JB2EEILIBYWA3WACBIERYPG5TV6K6IHOWJKDFDHRGSCOEHTMEUUML7YXGE,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
JGIPWSM6QR6XYZIKDRJ54OGSYATLGPSTUMETAFULUS3JXWFALPLGU7OMOI,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
ROVA2AHXIEUFK63ULPXQJOMAGDRG2C4EZMGD63QHMGJTMTBLHTG5RPZUTM,,Algorand Foundation Treasury,0,Algorand Foundation Treasury,AF; Verified
